Material_Type,Material_Name,C10_library_LSE,C11_library_LSE,C12_library_LSE,C13_library_LSE,C14_library_LSE,OE_retrieved_LST,C10_OE_retrieved_LSE,C11_OE_retrieved_LSE,C12_OE_retrieved_LSE,C13_OE_retrieved_LSE,C14_OE_retrieved_LSE,OE_retrieved_LST_uncertainty,C10_OE_retrieved_LSE_uncertainty,C11_OE_retrieved_LSE_uncertainty,C12_OE_retrieved_LSE_uncertainty,C13_OE_retrieved_LSE_uncertainty,C14_OE_retrieved_LSE_uncertainty
Urban,B011,0.903432659,0.917024995,0.917024995,0.959561987,0.962376933,305.83142,0.8989056,0.90628695,0.9072339,0.95280427,0.9531692,1.4373026,0.030484483,0.027861644,0.02605824,0.022257114,0.0220558
Urban,B012,0.924086615,0.923813584,0.923813584,0.95034832,0.955422779,305.8679,0.91525936,0.9130257,0.9135834,0.9427592,0.9457498,1.4330097,0.03084924,0.028017355,0.02619997,0.022136444,0.02193528
Urban,B013,0.90442728,0.905099564,0.905099564,0.954828669,0.956788174,305.90222,0.8950058,0.8940477,0.89476573,0.94434196,0.94851494,1.4352187,0.03042874,0.027714655,0.02591331,0.022198955,0.022027155
Urban,B014,0.924466085,0.938780198,0.938780198,0.962839536,0.963915338,305.89093,0.91824144,0.92663467,0.9276222,0.95568275,0.95385176,1.4387473,0.030846158,0.02817231,0.026361758,0.022239884,0.02200083
Urban,C001,0.903288526,0.928598028,0.928598028,0.952576987,0.922393801,303.69128,0.9457554,0.96209145,0.9632336,0.97323924,0.9614052,1.389951,0.031550646,0.02898108,0.027118335,0.022442266,0.022038104
Urban,C002,0.834212001,0.823144244,0.823144244,0.941715893,0.947009691,305.7906,0.82644,0.81699985,0.8174728,0.9294908,0.94299424,1.4399004,0.028668353,0.026289616,0.024590468,0.022251412,0.022249335
Urban,C003,0.894168737,0.882982497,0.882982497,0.936998205,0.939405794,305.45782,0.89193255,0.88158387,0.8818455,0.9322296,0.9402018,1.4241133,0.030458756,0.027592048,0.025776057,0.022114411,0.021954989
Urban,C004,0.900839611,0.932589735,0.932589735,0.959993266,0.954411993,305.0956,0.9167775,0.93514025,0.936337,0.96576875,0.95923746,1.4280897,0.030811468,0.028255334,0.02644564,0.022334995,0.022076447
Urban,C006,0.919198396,0.93895768,0.93895768,0.953177198,0.95158074,305.24768,0.92851114,0.9386314,0.9394943,0.95687544,0.95281786,1.4292113,0.031103116,0.028338706,0.026501099,0.022231875,0.0219685
Urban,C008,0.929357121,0.932054792,0.932054792,0.955728402,0.955762238,305.81387,0.92166376,0.92183447,0.92256254,0.9479217,0.94875026,1.4324491,0.030941209,0.02812599,0.026318656,0.022162896,0.02193504
Urban,G001,0.861914446,0.864066993,0.864066993,0.930131931,0.932492023,304.84882,0.87671226,0.87337744,0.87372065,0.9359897,0.94235927,1.4180285,0.0302052,0.027445542,0.025640035,0.022180663,0.022037
Urban,G002,0.890671224,0.898497227,0.898497227,0.934035559,0.950583487,305.3671,0.8955893,0.8957529,0.8965195,0.93790007,0.94299537,1.422496,0.030644743,0.027842093,0.026022896,0.022139749,0.021965457
Urban,G003,0.816595858,0.790609247,0.790609247,0.907538396,0.933253169,305.79092,0.80899215,0.78537345,0.7853356,0.899932,0.9226865,1.4437447,0.02851019,0.025786735,0.0240951,0.0219302,0.022052936
Urban,G004,0.887300879,0.888991233,0.888991233,0.935679976,0.935489442,304.99402,0.8985341,0.89538217,0.8961325,0.93908095,0.94363356,1.4178084,0.030615486,0.027806122,0.025981924,0.022150978,0.021968005
Urban,G005,0.852621731,0.828790375,0.828790375,0.901788967,0.933679159,305.78983,0.84569055,0.82387644,0.82394844,0.8988362,0.91916174,1.4385104,0.029523369,0.026523437,0.0247716,0.02189807,0.021923568
Urban,L001d,0.879421075,0.829056575,0.829056575,0.907382772,0.927501395,306.03656,0.8605112,0.81974316,0.81915444,0.89392376,0.91787565,1.4390476,0.029649934,0.026295317,0.024544423,0.021620633,0.021708248
Urban,L001u,0.917230591,0.89287146,0.89287146,0.925473359,0.935983555,305.62167,0.9082561,0.88790673,0.88773394,0.92015165,0.93144214,1.4238381,0.03088011,0.027796425,0.02596872,0.021982098,0.021821538
Urban,L002,0.941098801,0.932657329,0.932657329,0.943778174,0.947649097,305.7298,0.93231845,0.92419606,0.9245315,0.93787396,0.94120747,1.4314919,0.031236798,0.02824411,0.02640064,0.02205229,0.021828966
Urban,L003,0.955292593,0.954378548,0.954378548,0.94607313,0.950823715,305.70047,0.9486402,0.9455413,0.94592476,0.94318473,0.9431834,1.4294376,0.031571906,0.028534796,0.026698133,0.022073044,0.021796169
Urban,R001,0.929678594,0.835677356,0.835677356,0.950076552,0.951206896,307.84583,0.8614705,0.79796773,0.7989089,0.89627767,0.92655134,1.4722208,0.029001195,0.02561119,0.02394898,0.02139018,0.02163852
Urban,R003,0.877447105,0.830474408,0.830474408,0.923696565,0.94059555,306.46896,0.84997463,0.8135772,0.81346357,0.9020236,0.92504585,1.4480425,0.029256102,0.026173463,0.024427831,0.021728734,0.021839593
Urban,R004,0.920263788,0.836471983,0.836471983,0.933259818,0.948928603,307.63953,0.8595509,0.80118966,0.8011919,0.8890725,0.9193411,1.4680681,0.029247914,0.025766216,0.024088586,0.021411525,0.021616643
Urban,R005,0.967246332,0.949633114,0.949633114,0.957153496,0.957195339,306.34274,0.9408887,0.9294048,0.92990637,0.9392535,0.9429543,1.4413508,0.03132803,0.028308215,0.02647103,0.022029534,0.021803439
Urban,R006,0.879138138,0.911317431,0.911317431,0.950185416,0.955852108,305.10938,0.895887,0.91329455,0.91432095,0.9583836,0.9551973,1.4270886,0.03050807,0.027954528,0.026127428,0.022329535,0.022102369
Urban,R007,0.9676408,0.885635901,0.885635901,0.921715236,0.924795023,306.5066,0.9262622,0.8682445,0.8679457,0.8946709,0.91681975,1.4409863,0.031052237,0.02708469,0.025256237,0.021335607,0.021373326
Urban,R008,0.892444529,0.9267862,0.9267862,0.956571621,0.958754867,305.20468,0.90751296,0.9267382,0.92784226,0.9632135,0.95783633,1.4318333,0.030689351,0.028120412,0.026308341,0.022347717,0.022095563
Urban,R009,0.856097494,0.849101649,0.849101649,0.946070951,0.954960948,306.02692,0.8438838,0.8375564,0.8382314,0.93233204,0.943845,1.4356611,0.029462466,0.026840964,0.025081983,0.022219893,0.02214406
Urban,R010,0.94822251,0.919221777,0.919221777,0.950190662,0.956127706,306.55002,0.9155295,0.89660203,0.8968409,0.9282483,0.93792933,1.4427544,0.030871054,0.027840057,0.026008727,0.022008805,0.021844298
Urban,R012,0.940663179,0.92939143,0.92939143,0.951337694,0.955388041,306.1102,0.9224584,0.91405094,0.9144773,0.9382978,0.9429764,1.4351128,0.030992769,0.028073927,0.02623791,0.022073818,0.021880185
Urban,R013,0.954617505,0.908423126,0.908423126,0.942449859,0.955152515,306.90396,0.9103506,0.87957764,0.8796126,0.914256,0.93011314,1.4419758,0.030809015,0.027679274,0.025862748,0.02190243,0.021782635
Urban,S002,0.902400803,0.921518863,0.921518863,0.943974053,0.943602683,304.93097,0.9195373,0.9282562,0.92895854,0.9525687,0.9501134,1.4217749,0.030969825,0.028203275,0.026385201,0.022215022,0.021966431
Urban,S003,0.86141816,0.866758606,0.866758606,0.941234049,0.951142108,305.559,0.8625418,0.86251956,0.86302876,0.93800074,0.9452266,1.4279739,0.029854236,0.027243154,0.025455318,0.022226872,0.022115758
Urban,S004,0.897298902,0.93193978,0.93193978,0.921683326,0.897051361,302.4376,0.97155964,0.98938954,0.989835,0.9660917,0.951332,1.347361,0.0325126,0.029612284,0.027700417,0.022270354,0.021811482
Urban,S005,0.841721481,0.857453855,0.857453855,0.931258456,0.934655188,304.61703,0.8652076,0.87039983,0.8710029,0.9424349,0.9464864,1.415158,0.029990727,0.027360419,0.025566231,0.022268392,0.022127332
Urban,V001,0.95768954,0.944597709,0.944597709,0.943048687,0.944969167,305.7445,0.94686216,0.9359472,0.9362097,0.93669593,0.93956405,1.4277387,0.031524204,0.028433371,0.02658692,0.022010174,0.021768028
Urban,V002,0.924031249,0.920162361,0.920162361,0.933432567,0.940281213,305.32388,0.92666453,0.9197908,0.9200018,0.9355351,0.93911844,1.4220525,0.031197527,0.02817843,0.02633957,0.022065297,0.021838197
Urban,V003,0.921667114,0.925725185,0.925725185,0.930445844,0.942020934,305.19705,0.9294851,0.92661154,0.92678785,0.93749404,0.9395782,1.4209774,0.03129979,0.02829751,0.026458628,0.022092942,0.021844119
Urban,V004,0.954024974,0.934644178,0.934644178,0.938333787,0.945838835,305.91748,0.93814045,0.9230866,0.9231907,0.9298695,0.9358338,1.4278092,0.031409673,0.028272929,0.026420197,0.021986596,0.021756597
Urban,V005,0.939625057,0.938274348,0.938274348,0.942138323,0.948434241,305.60785,0.93599874,0.93156666,0.9319058,0.94058317,0.94219065,1.429319,0.03133394,0.028364083,0.026511936,0.022073828,0.021831179
Urban,V006,0.963005928,0.932393839,0.932393839,0.942833455,0.9440238,306.09305,0.93884176,0.91821206,0.91828793,0.9274802,0.93516,1.4327289,0.031363912,0.028197132,0.026353005,0.021938488,0.021739064
Urban,X001,0.840661038,0.833641154,0.833641154,0.936543412,0.943075538,305.52225,0.83930635,0.8315383,0.8318877,0.9295272,0.94203836,1.4338038,0.029068377,0.026646081,0.024936412,0.022206439,0.022201443
Urban,X002,0.954726332,0.961034654,0.961034654,0.960794809,0.958035949,305.85178,0.946267,0.94953305,0.9503422,0.9535066,0.9506471,1.4372747,0.03139232,0.028520392,0.026678495,0.02213917,0.021866806
Urban,X003,0.961856611,0.95957897,0.95957897,0.969305169,0.960698364,306.15564,0.94322175,0.942851,0.9437646,0.9534949,0.95194256,1.4423699,0.03126908,0.028415406,0.026606351,0.022146126,0.021886757
Urban,Z003,0.974523091,0.952245729,0.952245729,0.907947237,0.950219969,306.64807,0.944961,0.9229504,0.9221557,0.9006851,0.91380125,1.4434558,0.032306135,0.028573234,0.026665684,0.02164708,0.02140805
Urban,Z004,0.952618786,0.942608326,0.942608326,0.918437686,0.953640632,306.3675,0.9350207,0.9221781,0.92210716,0.9167442,0.9238566,1.4352453,0.031698294,0.028406424,0.026530016,0.021925373,0.021688828
Urban,Z005,0.957019872,0.945653234,0.945653234,0.900054121,0.94874068,306.35907,0.9370186,0.9206598,0.9197338,0.89992267,0.91250116,1.436041,0.032256786,0.028593352,0.026686668,0.02172912,0.021471715
Urban,Z007,0.910784637,0.906623234,0.906623234,0.906976516,0.900522381,303.6719,0.94987667,0.9394565,0.9395843,0.93145233,0.93243045,1.3902602,0.031752724,0.028553829,0.026688464,0.021973396,0.021708522
Urban,Z008,0.966346079,0.960493833,0.960493833,0.96346071,0.967045222,306.47668,0.9403,0.93634754,0.93697107,0.94621366,0.9473691,1.4469706,0.031286098,0.028372958,0.026539383,0.022088863,0.021851268
