,Material_Name,C10_LSE,C11_LSE,C12_LSE,C13_LSE,C14_LSE
18,Sandy Loam/alluvium,0.927756460719496,0.9239919530952208,0.9239919530952208,0.9719342241980328,0.9745468605300208
19,Vary dark grayish brown loam,0.919787287182896,0.9314294067942348,0.9314294067942348,0.9710560255196004,0.9690325715609044
20,Dark grayish brown silty loam,0.9669851712471066,0.9621248660796649,0.9621248660796649,0.9755874241286414,0.9732971232110262
21,Brown fine sandy loam,0.921786069238432,0.9213226002995434,0.9213226002995434,0.9659616717246152,0.964181378366204
22,Brown sandy loam,0.933134374940182,0.9068783122745426,0.9068783122745426,0.9620631864991784,0.967262762723484
23,Brown loamy fine sand,0.892689668717709,0.8876158398802695,0.8876158398802695,0.962780927025644,0.9690501762411924
24,Brown to dark brown silt loam,0.9559772249982114,0.9497148101899616,0.9497148101899616,0.9722420940890758,0.9757008501197596
25,Brown gravelly sandy loam,0.9256258117464348,0.9236696780550882,0.9236696780550882,0.9587529859299536,0.9602748326457216
26,Very dark grayish brown loam,0.9394257542198854,0.9344195597832032,0.9344195597832032,0.9710016472944588,0.9713281433448894
27,Brown sandy loam,0.9185604939033004,0.9243135560113364,0.9243135560113364,0.9687417360640472,0.9697769726982792
28,Dark brown interior moist clay loam,0.9370661826782432,0.9537809849749944,0.9537809849749944,0.9683168759397652,0.9672130820363216
29,Brown to dark brown sand,0.826414478593332,0.8507899984816825,0.8507899984816825,0.9628832406812023,0.9694679200417192
30,Very dark grayish brown loamy sand,0.8880902202599248,0.893699512791552,0.893699512791552,0.9636110263117716,0.9690351921131992
31,White gypsum dune sand.,0.9383878851966676,0.8850236074990279,0.8850236074990279,0.9750010554243104,0.978196063244794
32,Dark brown fine sandy loam,0.9519448898921083,0.948809580523115,0.948809580523115,0.9710752739009813,0.9739052413547976
33,Very dark grayish brown silty loam,0.919334762474629,0.9245361109426558,0.9245361109426558,0.9652737208583784,0.959116019104016
34,Red-orange sandy soil,0.9241181592929756,0.9399122750864528,0.9399122750864528,0.9754100274612042,0.9765755223111444
35,Brown to dark brown clay,0.9293272196904748,0.9346565428390028,0.9346565428390028,0.9724043338227036,0.9754667636003052
36,Dark yellowish brown silty clay,0.9738950735408624,0.9772081393988902,0.9772081393988902,0.9802290452034224,0.9797851925032284
